letterInfo_ID,post_ID,letter_date,letter_dbdate,manuscript_location,letter_fromAddress,letter_footnote
2763,2815,Sept 28th 1885,1885-09-28,MS West Devon Record Office Acc No 308,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]This probably relates to a monument in memory of Mary\'s father the Rev. [[person:1623]John Yonge].

[[footnote:2]]The Rev. Michael Rosenthal, curate since 1877 of St Paul’s, Haggerston; and the Rev. Samuel John Stone (1839-1900), vicar of St Paul’s, Haggerston  (1875-90), hymn-writer.

<br/>[[footnote:2]]Mary’s nephew Geoffrey Yonge (1867-1893) was probably matriculating at Keble College, Oxford, from where he graduated in 1888.

<br/>"
2765,2817,Oct 15th [1885?],1885-10-15,"MS Princeton University, Parrish Collection",Elderfield Otterbourne Winchester,"[[footnote:1]]Elizabeth Rundle (1828-1896) married Andrew Charles in 1851 and published historical fiction as Mrs Rundle Charles.  The book referred to in this letter was probably her<i>Three Martyrs of the Nineteenth Century: Studies from the Lives of Livingstone, Gordon, and Patteson</i> (London: SPCK 1885).  CMY was fond of quoting [[person:1672]Walter Scott]\'s statement, recorded by Felicia Hemans: \'Do not say that noble blood is wasted, it sends down a roaring voice through all time’.  The quotation occurs <i>The Daisy Chain</i> II, Ch.5, the source being, Harriet Browne, [[otherbook:992]<i>Memoir of the Life and Writings of Mrs. Hemans</i>], 200.

<br/>"
2766,2818,Novr 9th [1885] ,1885-11-09,"MS Princeton University, Parrish Collection[[footnote:1]]",Elderfield Otterbourne Winchester,"[[footnote:1]]Envelope addressed to ‘Mrs Molesworth 85 Lexham Gardens/Kensington/ W London’ postmarked No 10 85.

[[footnote:2]]Mary Louisa Molesworth, \'One Sunday Morning\' <i>MP</i> 3s 11 (April 1886) 327-337.

<br/>"
2767,2819,Novr 12th  1885,1885-11-12,MS Charlotte Mitchell,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]Lucy Soulsby was teaching at Cheltenham Ladies’ College;  she seems to have been soliciting contributions for the parish magazine.

<br/>"
3532,3584,Novr 12th [after 1885],1885-11-12,"MS Harold B Lee Library, Brigham Young University[[footnote:1]]",Elderfield,"[[footnote:1]]The letter is inserted in a copy of <i>The Two Sides of the Shield</i> (London: Macmillan 1885), in such a way as to make the back of the first leaf illegible.

<br/>"
2768,2820,Novr 17th 1885,1885-11-17,MS British Library Add MSS 54921: 135-6,"Elderfield, Otterbourne, Winchester.",[[footnote:1]]The Archbishop is a vain character in Lesage\'s [[otherbook:994]<i>Gil Blas</i>] (1715-1735).
3662,19816,Decr 10th 1885,1885-12-10,MS Charlotte Mitchell. ,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]James du Boulay was a schoolmaster at Winchester College;  he was married to a sister of the Bishop of Madagascar.  The book dealer who sold the letter read it as \'Mrs du Boulay\', but it looks to me like Mr. Either is possible. "
2770,2822,[December 1885?],1885-12-18,"MS location unknown.  Printed in Romanes, [[otherbook:241]<i>Appreciation</i>], 187-8.",,"[[footnote:1]]The Liberal party won a majority at the election in December 1885.

[[footnote:2]]Perhaps Edward Strachey (1858-1936), created (1911) 1st Lord Strachie, Liberal politician, who contested North Somerset in 1885 and Plymouth in 1886, both unsuccessfully.

[[footnote:3]]Gladstone\'s election manifesto, published in <i>The Times</i> (19 Sept 1885, 8), contained, in a passage admitting the possibility of the disestablishment of the Church of England, the words: \'I cannot forecast the dim and distant courses of the future.\'

<br/>"
2795,2847,[1886],1886-00-00,"MS location unknown.  Printed in Romanes, [[otherbook:241]<i>Appreciation</i>], 181.",,"[[footnote:1]]Arthur John Butler (1844–1910), son of William Butler, was an undergraduate and then a fellow of Trinity College Cambridge, and would there have encountered the hero of A. C. Benson\'s novel [[otherbook:1022]<i>Memoirs of Arthur Hamilton</i>], ed. \'Christopher Carr\' (London Kegan Paul 1886), discussed here.  Arthur Christopher Benson  (1862–1925) was himself younger.

<br/>"
2772,2824,Jany 5th 1886,1886-01-05,MS British Library Add MSS 54921: 138-9,Elderfield,"[[footnote:1]]Perhaps John Eagles,  <i>The Bristol riots, their causes, progress, and consequences.  By a citizen</i> (Bristol, Gutch and Martin 1832).

<br/>"
2773,2825,January 27 [1886],1886-01-27,"MS location unknown.  Printed in Coleridge,[[otherbook:40] <i>Life</i>] 318-9",Elderfield,"[[footnote:1]]The Winchester High School for Girls, now St. Swithun’s School, was founded in 1884.  The Saint’s Day was probably Candlemas, which fell on Tuesday 2 February 1886.

[[footnote:2]]Florence Wilford, <i>Tender and True</i> (1882).   Mrs Wickham was probably Clara de Havilland Wickham, wife of the Rev. Charles Wickham, Rector of Compton at the time of the 1891 census.

[[footnote:3]]This refers to the blistering  [[cmybook:293]‘New Year’s Words. From the Editor’ ]<i>MP</i> 3s 11 (January 1886) 41-47, which denounces the present generation of girls for slang, mixed cricketing, going unchaperoned, keeping maids from church and failing to teach Sunday school.

[[footnote:4]]‘Middleage’, ‘The Modern Girl’ <i>MP</i> 3s 11 (February 1886), 191-2, defends the girls of the present day: ‘I own that they use the word ‘jolly’, but they do not use ‘beastly,’ or even ‘scrumptious,’ except now and then in most confidential moments of excited feeling, and certainly not in mixed society.’  The writer could have been Mary Eliza Bramston or her half-sister Anna Rachel Bramston, and was probably the former.

<br/>"
2774,2826,February 26 [1886],1886-02-26,MS NLS 9752,"85, Lexham Gardens, Kensington, W",<br/>
2874,2926,February 27 [1886]] ,1886-02-27,"MS location unknown, printed in Coleridge, [[otherbook:40]<i>Life</i>], 308.","Elderfield,","[[footnote:1]]The letter has been dated on the assumption that the story referred to is \'Mrs. Batseyes\', which was published in <i>MP</i> (Christmas 1886) and reprinted in [[cmybook:209]<i>More Bywords</i>] (1890).

[[footnote:2]]The Rev. Richard St. John Tyrwhitt (1827-1895), <i>MP</i> contributor, art historian and vicar of St. Mary Magdalen, Oxford, published a number of books on aesthetics and theology, to one of which CMY evidently refers here.

<br/>"
2775,2827,April 2 [1886],1886-04-02,"MS location unknown. Printed in Coleridge, [[otherbook:40]<i>Life</i>], 306.",Elderfield,"[[footnote:1]]The Rev. George Henry Sumner (1826-1909), Archdeacon of Winchester , was the son of the late Bishop of Winchester, the Rt. Rev. Charles Richard Sumner (1790–1874), whose brother, the Rt. Rev. John Bird Sumner was Archbishop of Canterbury.  This letter is dated on the assumption that it refers to the death of his brothers the Rev. John Maunoir Sumner (d.1 April 1886) and Charles Sumner (d.23 Dec 1885), and that of  Robert Sumner (d.7 October 1885), son of the Archbishop.  Archdeacon Sumner married Mary Elizabeth Heywood (1828–1921), founder of the Mothers’ Union.

[[footnote:2]]Christabel Coleridge, who lived in Torquay, is evidently the source of CMY\'s gossip about the visit there by the Princesses Maud and Victoria of Wales, children of the future Edward VII.

[[footnote:3]]\'Mothers in Council\' was an article in dialogue form published in <i>MP</i> (June 1886) in which two sisters  debate women\'s education and independence.

[[footnote:4]]Barnett\'s niece Grace Harriet Butler (1847-1929) married the Rev. Robert Guinness (1841-1918) in 1866 and had seven children; of whom the two youngest daughters were Henrietta Darley (b.1886) and Mary Grace (1887-1899).  The ‘great girls’ were Geraldine (b.1867), Elizabeth Maud (1868-1960) and Avice Mary (b. 1870).

<br/>"
2776,2828,May 16th [1886],1886-05-16,MS British Library Add MSS 54921: 140-1,Elderfield,
2777,2829,May 21st [1886],1886-05-21,MS British Library Add MSS 54921: 142-4: ,Elderfield,"[[footnote:1]]Joseph Comyns Carr (1849-1916), the editor of the <i>English Illustrated Magazine</i> 1883-6, in which Craik had proposed serializing the book which was to become CMY\'s <i>Victorian Half-Century</i>.

[[footnote:2]]This pedigree story is also referred to in a letter to Christabel Coleridge (6 June 1882).

<br/>"
2778,2830,May 28th [1886],1886-05-28,MS British Library Add MSS 54921: 145-6: ,Elderfield,"[[footnote:1]]This relates to the publication of CMY\'s [[cmybook:189]<i>Victorian Half-Century</i>] (1886), which Craik was considering serializing in the <i>English Illustrated Magazine</i>, edited by Joseph Comyns Carr.



<br/>"
2779,2831,June 1st [?1886],1886-06-01,"MS Princeton University, Parrish Collection",Elderfield,"[[footnote:1]]Sophia Jane (Collinson) (1826-1891), daughter of the Rev. John Collinson, Rector of Boldon, and Amelia King,  married (6 Jan 1859), as his second wife, Thomas Elliot Harrison (1808-1888), of Whitburn, Sunderland-on-Wear, a distinguished railway engineer and entrepreneur.  They had two sons and four daughters.  She herself was one of a large family;  Mrs Bland was her sister, and she had had two sisters, [[person:2327]Julia] and [[person:417]Thomasine], called Mrs de Winton, but the latter is referred to here.  CMY’s friendship with the family is chronicled in her autobiography (Coleridge, [[otherbook:40]<i>Life</i>], 31-2), and in her brief essay on the novels of Julia de Winton, later Stretton,  ‘Mrs Stretton’ in [[cmybook:244]<i>Women Novelists of Queen Victoria’s Reign</i>] (1897), 204-10.  The genealogy of the Harrisons and their connexions is exhaustively explored by George H. Graham, ‘The The Thompsons, Shipbuilders of Sunderland’ at http://members.cox.net/ghgraham/

[[footnote:2]]Probably to be identified as Agnes Baker (b.1863/4), daughter of the Rev. James Baker of Clifton Lodge, Winchester, who is described, like her sister Emily (b. 1858/9) in the 1891 census as a Teacher of Music.

[[footnote:3]]Alethea Yonge had married (September 1884) the Rev. Henry Bowles.

[[footnote:4]]Sophia Harrison’s daughter Sophia Agneta married (December 1884) William King, and her daughter Emily Cecilia married (January quarter 1886) James Laing.

[[footnote:5]]Margaret Wilcox (1836-1887), first cousin of Lewis Carroll, lived at Whitburn near the Harrisons, and was one of the eldest of a family of 13.  CMY had a great weakness for such families."
2780,2832,June 1st [1886?],1886-06-01,"MS Historical Society of Pennsylvania: Gratz Collection: Case 11, Box 10:British Literary Misc ",Elderfield Otterbourne,"[[footnote:1]]

<br/>[[footnote:2]]Elizabeth Wormeley Latimer, <i>Familiar talks on some of Shakespeare\'s Comedies</i> (Boston: Roberts 1886).

<br/>[[footnote:3]]The Rev George Ridding  (1828-1904), became bishop of Southwell in 1884;  he had married (1876), as his second wife, Lady Laura Palmer (1849-1939).

<br/>"
2781,2833,June 9th [1886],1886-06-09,MS British Library Add MSS 54921: 147-8,Elderfield ,"[[footnote:1]]These books were all wanted for CMY\'s work on [[cmybook:189]<i>Victorian Half-Century</i>].

[[footnote:2]]Craik had presumably provided her with the most recent (1880) edition of Joseph Irving, <i>The Annals of our Time</i>.

<br/>"
2782,2834,June 14th [1886],1886-06-14,MS British Library Add MSS 54921: 149-50: ,Elderfield,"[[footnote:1]]These were books she required for work on [[cmybook:189]<i>Victorian Half-Century</i>].

[[footnote:2]]CMY’s way of writing a Z is often confusing.

<br/>"
2783,2835,June 23d [1886],1886-06-23,MS British Library Add MSS 54921: 161-3: ,Elderfield,"[[footnote:1]]These books exist both separately and bound up as <i>The Magnet Stories</i>.

<br/>"
2784,2836,June 25 [1886],1886-06-25,MS British Library Add MSS 54921: 151-2: ,Elderfield,"[[footnote:1]]This seems to be a reference to some autobiographical writings, perhaps those reprinted by Coleridge, [[otherbook:40]<i>Life</i>] 1-119, or those subsequently printed as [[otherbook:254]\'A Real Childhood\'] in <i>Mothers in Council</i> (1892-3).

[[footnote:2]]Perhaps [[otherbook:1014]\'The Cousins and their Friends\']  <i>Aunt Judy\'s Magazine</i> (May 1866-December 1867)."
2785,2837,June 29th [1886],1886-06-29,MS British Library Add MSS 54921: 153-4,Elderfield,"[[footnote:1]]CMY was trying to get [[cmybook:357]\'Householders\'] and [[cmybook:17]<i>The Herb of the Field</i>] republished.

[[footnote:2]]The unnamed Liverpool lady had encouraged CMY to write the book which appeared as [[cmybook:189]<i>Victorian Half-Century</i>]."
2786,2838,July 24th [1886],1886-07-24,MS British Library Add MSS 54921:155-6,Elderfield,"[[footnote:1]]Joseph Hatton, <i>A Modern Ulysses: Being the life, loves, adventures, and strange experiences of Horace Durand</i> 3 vols (London: Chapman & Hall 1883).

[[footnote:2]]As is explained in the preface to <i>A Modern Telemachus</i>, CMY had based her story on one in Archibald Duncan\'s compilation of shipwreck tales, [[otherbook:384]<i>The Mariner\'s Chronicle</i>] (1804).  She had subsequently located a copy of his authority, Jean Baptiste de La Faye <i>Voyage pour la redemption des captifs aux royaumes d\'Alger et de Tunis, fait en 1720</i> (1721).

[[footnote:3]]Sir Henry Ponsonby (1825-1895) was private secretary to Queen Victoria 1870-95.  Joseph Comyns Carr was editor of the <i>English Illustrated Magazine</i> in which it had been proposed to publish <i>Victorian Half-Century</i>.

<br/>"
2787,2839,July 28th 1886,1886-07-28,MS British Library Add MSS 54921: 157-8,Elderfield,[[footnote:1]]The title had had to be changed at the last minute owing to the existence of another with the original title.
2788,2840,Sept 11th [1886],1886-09-11,"MS Princeton University, Parrish Collection",Elderfield,"[[footnote:1]]Philip and Margaret Buston were two of the numerous children of the Rev. [[person:233]Roger Buston] (1807-September 1886), Vicar of Twyford.  Evidently this letter is written shortly after his death, when his widow and children were looking for a new home.  

<br/>"
2789,2841,"Sep 25, 1886",1886-09-25,MS UCLA collection 100 box 119/4,The College Ely,"[[footnote:1]]The Rev. William Emery (1825–1910), founder of diocesan conferences.

<br/>"
2790,2842,Oct 8th 1886,1886-10-08,"MS Princeton University, Parrish Collection","Elderfield, Otterbourne, Winchester. ","[[footnote:1]]Mary Louisa Molesworth,  ‘Felix, an outcast. (From the French of Madame de Pressense.)  <i>MP</i> 3s 12 (December 1886), 568-580. In the event, \'A Modern Quest of Ulysses\' did continue into the December number, but they made room for \'Felix\' anyway.





<br/>"
2791,2843,Oct 19th 1886,1886-10-19,"MS Princeton University, Parrish Collection",Elderfield Otterbourne Winchester,"[[footnote:1]]John Henry Ingram (1842-1916) was editor of the ‘Eminent Women’ series for which CMY wrote <i>Hannah More</i>.

<br/>"
3338,3390,[after October 1886] [[footnote:1]],1886-11-01,"MS location unknown.  This fragment quoted in Mare and Percival, <i>[[otherbook:598]Victorian Best-seller]</i>, 228.",,"[[footnote:1]]In Jo's Boys, and How They Turned out. A Sequel to ""Little Men."" (English edition London: Low 1886), 63, a fan asks Jo Bhaer for ‘an old gown or a pair of stockings of yours to put in a rug she’s making’."
2792,2844,Novr 4th [1886],1886-11-04,"MS Winchester City Council, Historic Resources Centre, LH3802",Elderfield,"[[footnote:1]]Isabella Heathcote’s father, Spencer Horatio Walpole (1806-1898), M.P. for Cambridge University (1856-1882).

[[footnote:2]]A.Moberly, <i>Lady Valeria</i> (1886) was advertised as the work of Major A. Moberly, and can probably be safely attributed to Major [[person:1860]Alfred Moberly], nephew of Dr George Moberly.

<br/>"
2793,2845,November 12. [1886],1886-11-12,"MS location unknown.  Printed in Coleridge, [[otherbook:40]<i>Life</i>], 306.","Elderfield, ","[[footnote:1]]Christabel Coleridge, who lived many years in Torquay, commented ‘I have never come across this belief.’ A similar story is told of a fourteenth-century abbot by J. T. White, [[otherbook:1021]<i>History of Torquay</i>] (1878), 26, but the allegedly murdered man\'s name was Hastings.

<br/>"
2794,2846,Novr 30th [1886?],1886-11-30,"MS Special Collections, The Shakespeare Centre, Stratford-upon-Avon. ","Elderfield, Otterbourne, Winchester.","[[footnote:1]]Perhaps the <i>Otterbourne Parish Magazine</i>.  The India and Colonial Exhibition took place in South Kensington in 1886.

<br/>"
3613,18100,Decr 11th [1886],1886-12-11,MS British Library Add MSS 54921: 159-160 ,Elderfield,"[[footnote:1]]This relates to the publication of CMY\'s [[cmybook:189]<i>Victorian Half-Century</i>], published to celebrate Queen Victoria\'s Golden Jubilee and dedicated to her daughters.  Clark was the printer."
2808,2860,1887,1887-00-00,Printed in the [[other:85]<i>Otterbourne Parish Magazine</i>] (June 1887),,"[[footnote:1]]The Rt. Rev. William Walsham How (1823-1897), bishop of Bedford 1879-1887, and bishop of Wakefield, 1888-1897.

[[footnote:2]]The People’s Palace, founded in 1887 for the recreation and instruction of the people of the East End of London, now houses the Great Hall of Queen Mary College, University of London.

<br/>"
3588,7902,[January 1887],1887-01-01,MS location unknown. Printed in the <i>[[other:2]Girls’Friendly Society Associates’ Journal and Advertiser]</i> (January 1887) 7.,,[[footnote:1]]Premiums were small loyalty payments by a branch to a member who stayed in her post for two or more years.
2819,2871,[January 1887][[footnote:1]],1887-01-01,"MS location unknown.  Printed in Romanes, [[otherbook:241]<i>Appreciation</i>],  180.",,"[[footnote:1]]The article referred to was no doubt Reginald F. D. Palgrave, \'Carlyle, the \\""pious editor\\"" of Cromwell\'s speeches\'   <i>National Review</i>  8 (January 1887), 588-604. "
2796,2848,Jan 10th 1887,1887-01-10,"MS Trinity College, Cambridge Cullum Q81[[footnote:1]]",Elderfield Otterbourne Winchester.,"[[footnote:1]]Envelope addressed to Mrs Sumner/ The Close/ Winchester and postmarked Winchester 10 January 1887.

<br/>"
2797,2849,Jan 13th 1887,1887-01-13,"MS Columbia University Library, New York:  Harper Bros Collection [[footnote:1]]",Elderfield Otterbourne Winchester,"[[footnote:1]]The collection also includes a stamped receipt.

<br/>"
2872,2924,Jan 29th [l887-1889[[footnote:1]]],1887-01-29,"MS Princeton University, Parrish Collection",Elderfield,"[[footnote:1]]Dating from after the death of George Moberly in July 1885, and probably dating from before the death of his widow Mary Ann Moberly in February 1890.

[[footnote:2]]Susan Esther (Coxe) Wordsworth (d. 1894) was the first wife of the Right Rev. John Wordsworth (1843-1911), who succeeded George Moberly as Bishop of Salisbury in 1885.  "
2798,2850,Feb 3d [1887],1887-02-03,MS UCLA: collection 100: box 95[[footnote:1]],Elderfield,"[[footnote:1]]Envelope postmarked Winchester C Fe 4 87, addressed ‘Miss E Keary/Oakhill/Stoke on Trent’.

[[footnote:2]]Eliza Keary and her sister Annie (who had died in 1879) were interested in a home for unemployed servant girls.  CMY may refer to the wreck of the SS Kapunda, an emigrant ship bound for Australia, in which over 200 lives were lost (<i>Morning Post</i> 1 February 1887).

<br/>"
2799,2851,March 3d [1887?],1887-03-03,MS Charlotte Mitchell,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]The Society of Watchers and Workers, founded by Edith Jacob.

[[footnote:2]]Harriet (Baillie-Hamilton) King, <i>The Disciples</i>  (London: King 1873) was a verse account of J. Ruffini, Ugo Bassi, A. Milano and  Baron G. Nicotera; an extract was published as <i>The Sermon in the Hospital</i> (London: Kegan Paul 1887).

<br/>"
3554,3606,March 7th [1887[[footnote:1]]],1887-03-07,"MS Liverpool University Library, Hope Autograph Collection: 85",Elderfield,"[[footnote:1]]‘Debatable Ground’ was a series in <i>MP</i> which ran May 1886-January 1894.

[[footnote:2]]In the MP \'Notices to Correspondents\' (October 1887) a letter appeared beginning: ‘Sir, Will you kindly give me space for a few words, asking those of your readers who are willing to do something for our missionaries, to post regularly one or more of their newspapers or magazines when read . ..\', signed Mary E. Webster, Ripple Lodge, Malvern Link.  It is not easy to see any article in the July 1887 issue which can possibly be her work.

<br/>"
2800,2852,March 10th [1887],1887-03-10,MS Huntington Library,Elderfield,"[[footnote:1]]Georgina, Lady Mount Temple (1821?-1901) lived at Broadlands, near Romsey, until her husband\'s death in 1888, making it more likely that the letter refers to the Golden Jubilee of 1887 than to the Diamond Jubilee of 1897.

<br/>"
2801,2853,March 19th [1887],1887-03-19,"MS Princeton University, Parrish Collection",Elderfield,"[[footnote:1]]Duncan was her usual correspondent at the [[other:32]National Society], the publishers of [[cmybook:196]<i>What Books to Lend and What to Give</i>] (1887), but she usually called him Mr Duncan.

[[footnote:2]]Mary and Catherine Lee, <i>Goldhanger Woods: A Child\'s Romance</i> (London: National Society 1886). Mary Lee had collaborated with CMY on [[cmybook:165]<i>The Miz Maze</i>] (1883).

<br/>"
2802,2854,March 31st  [1887?],1887-03-31,MS Mrs Clare Roels/68,Elderfield,"[[footnote:1]]Bonnets were succeeded by hats.

[[footnote:2]]Presumably a now missing enclosure.

<br/>"
2803,2855,April 7th [1887?],1887-04-07,MS Mrs Clare Roels/70,Elderfield,"[[footnote:1]]‘Theo Gift’, <i>Victims</i> (1887).

[[footnote:2]]This refers to CMY\'s novel [[cmybook:201]<i>Beechcroft at Rockstone</i>], published in <i>MP</i> January 1887-December 1888.

[[footnote:3]]C.M.Yonge, [[cmybook:205]<i>A Reputed Changeling]</i> (1889).  Coleridge\'s changeling was in her novel [[otherbook:964]\'A Lot with a Crook in it\'].

<br/>"
2804,2856,April 10th  [?16th 1887],1887-04-10,MS Mrs Clare Roels/69,Elderfield,"[[footnote:1]][[person:349]Mary Dorothea Moultrie Coleridge] (1886-1941) and [[person:353]Walter Henry Praed Coleridge] (1886-1967), niece and nephew of Christabel.

[[footnote:2]]The plot discussed is that of CMY\'s [[cmybook:201]<i>Beechcroft at Rockstone</i>], serialized in <i>MP</i> January 1887-December 1888 and published in volume form in 1888.

[[footnote:3]]Queen Victoria’s Golden Jubilee, 21 June 1887.

<br/>"
2805,2857,April 15 [1887],1887-04-15,"MS Bodleian Library, Oxford: MS English Letters: e 86.[[footnote:1]] ",Elderfield,"[[footnote:1]]Cream card with rounded corners. Cream envelope addressed to ‘The Revd/ J F Moor/ Ampfield/ Romsey\' and postmarked Winchester 15 April 1887.

<br/>"
2806,2858,April 15th [1887?[[footnote:1]]],1887-04-15,MS British Library: Mary Gladstone Papers. Add MSS 46252: 10-11.,Elderfield Otterbourne Winchester,"[[footnote:1]]The letter must postdate Mary Drew\'s marriage on 25 December 1885, and predate the letter to her of 1 February 1888 which refers to the forthcoming publication of the [[other:93]<i>Mothers\' Union Journal</i>].

<br/>"
2807,2859,May 28th [1887],1887-05-28,MS Mrs Clare Roels/67,Elderfield,"[[footnote:1]]In the May 1886 issue of [[other:52]<i>MP</i> ]a letter from Coleridge signed \'Chelsea China\' inaugurated a forum for discussion called \'Debatable Ground\' which ran until 1890.   The June 1887 issue has no question for debate, but an invitation to correspondents to send in any supplementary remarks they may have.

[[footnote:2]]CMY used this expression to mean devoted to causes, see her [[cmybook:251]<i>Modern Broods</i>], 288.

[[footnote:3]]Lady Mary Jane Maitland (1847-1918) married (1868) Reginald, Lord Brabazon (1841-1929) who succeeded his father (1887) as 12th Earl of Meath.  An article in <i>MP</i> 1885 (2): 290 describes CMY opening the Brabazon Home of Comfort, an institution paid for by Brabazon and set up by Annie Cazenove.

[[footnote:3]]It was CMY\'s custom to use a proverb as a theme for the stories in the Christmas number of <i>MP</i>, and in 1886 it was \'One man can bring a horse to the water, but ten cannot make him drink\'.  Coleridge contributed a story called \'Diamond cut diamond\'.



<br/>"
3539,3591,June 8th [1887],1887-06-08,"MS Bodleian Library, Oxford: MS English Letters: e 86. ",Clovelly Belgrave Crescent Torquay,"[[footnote:1]]D.J. Mackey, ‘The Centenary of the Colonial Church’ <i>MP</i> (August 1887) 187-92.

<br/>"
3573,7142,July 14th 1887,1887-06-14,MS Bodleian Library Benson C.5.4  fol 96,Elderfield Otterbourne,
2809,2861,July 27th [1887],1887-07-27,"MS Westcountry Studies Library, Exeter/  1887/ 1[[footnote:1]]",Elderfield,"[[footnote:1]]MS Westcountry Studies Library, Exeter/  1887/ 2 is a Silurian envelope addressed to Miss Carter Smith/ Aspley House/ Aspley Guise/ Woburn, postmarked Winchester  (date and month cut out) 1887.

[[footnote:2]]The article has not been identified.
"
2810,2862,Sept 2d 1887,1887-09-02,"MS The Marquess of Salisbury, Hatfield House 3MCH/5/3/2",Elderfield Otterbourne Winchester,"[[footnote:1]]Richard Thompson Gunton (1846-1921), librarian at Hatfield House 1878-1921.

<br/>"
2813,2865,Sept 9th [1887],1887-09-09,"MS Princeton University, Parrish Collection[[footnote:1]]",Elderfield Otterbourne Winchester ,"[[footnote:1]]Envelope addressed to J B [or R?] Scarlett Esq/ 24 Cramer Terrace/ Gateshead on Tyne, postmarked 87.

[[footnote:2]]CMY\'s correspondent, an accountant who is listed at this address in the 1891 census, used the same trick to get autographs from both Thomas Hardy and A. C. Swinburne:  see [[otherbook:1033]<i>Collected Letters of Thomas Hardy</i>], VII, 105 and [[otherbook:1032]<i>The Swinburne Letters</i>], V, 231.

<br/>"
2814,2866,Sept 15th 1887,1887-09-15,"MS Princeton University, Parrish Collection","Elderfield, Otterbourne, Winchester.","[[footnote:1]]Identified tentatively from the letter of 2 June 1883.

<br/>"
2815,2867,St. Michael [29 September 1887],1887-09-29,"MS location unknown.  Printed in Coleridge, [[otherbook:40]<i>Life</i>], 309-310.",Elderfield,"[[footnote:1]]Blanche Gibbs died on 22 September 1887.

[[footnote:2]]Frances Ann Douglas, wife of William Walsham How (1823-1897), Bishop of Bedford, died on 28 August 1887.  St Peter\'s Home and Sisterhood, Mortimer Place, Kilburn, was founded in 1861 to care for sick and convalescent women and children and Blanche Gibbs had become an associate and major benefactor after Albinia’s death from tuberculosis.  Reverend Mother Susan Oldfield was its head from its beginning to her death in January 1887: see Elizabeth Cuthbert, [[otherbook:1035]<i>In St. Peter’s Shadow</i>], 27.

<br/>"
3611,14540,Oct 11th [1887],1887-10-11,MS Dr Susan Walton[[footnote:1]],Elderfield Otterbourne Winchester,"[[footnote:1]]With envelope addressed to \'Miss Harrison, St Cross, Weybridge\' and postmarked Weybridge 12 October 1887."
2811,2863,Oct 22d [1887?],1887-10-22,"MS Princeton University, Parrish Collection",Elderfield,"[[footnote:1]]There is an account of the escape of the future Charles II from pursuing Roundheads after the battle of Worcester in 1651 in the part of <I>Cameos from English History</i> serialized in  <i>MP</i> (December 1886), 544: ‘This time he was to be supposed to be a young gentleman running away with an heiress, escaping from a cruel guardian. The lady was represented by Juliana Coningsby, a relation of Colonel Wyndham; and the feelings of a widow at Charmouth were appealed to for the runaway couple, who appeared in due time with Wilmot riding beside them.’

[[footnote:2]]At another stage of his escape Charles pretended to be a servant to Jane Lane.

[[footnote:3]]Perhaps [[person:2340]George Montagu Harris], the son of CMY\'s cousin George Collyer Harris (1833-1874).

[[footnote:4]]No doubt because she was herself planning [[cmybook:205]<i>A Reputed Changeling</i>] (1889).

<br/>"
2816,2868,Oct 29th 1887,1887-10-29,"MS John Rylands Library, Manchester, FA1/7/838",Elderfield Otterbourne Winchester,"[[footnote:1]]The tone of CMY\'s next letter to [[person:743]John Henry Ingram], editor of the \'Eminent Women\' series, is uncharacteristically sharp.

[[footnote:2]]The books by CMY referred to here as inspired by the story of Hannah More are respectively [[cmybook:199]<i>Hannah More</i>] (1888) and [[cmybook:203]<i>The Cunning Woman\'s Grandson</i>] (1889).<br/>"
2817,2869,Novr 4th [1887],1887-11-04,"MS Girton College Cambridge, Yonge V 2[[footnote:1]]",Elderfield,"[[footnote:1]]Envelope attached is addressed to ‘J Ingram Esq/179 Albion Road/ Stoke Newington/ London and post marked Winchester and London 4 and 5 November 1887.

[[footnote:2]]These were the proof\'s of CMY\'s [[cmybook:199]<i>Hannah More</i>] (1888), published in George Allen\'s \'Eminent Women\' series edited by J. H. Ingram.

<br/>"
2812,2864,"Novr 4th 1887
",1887-11-04,"MS The Marquess of Salisbury, Hatfield House 3MCH/5/3/3
","Elderfield Otterbourne Winchester
",
2818,2870,"November 19, 1887",1887-11-19,"MS location unknown.  Printed in Coleridge, [[otherbook:40]<i>Life</i>], 310-11.",Elderfield,"[[footnote:1]]\'Bloody Sunday\', the Trafalgar Square riot of 13 November 1887.

[[footnote:2]]Coleridge states that CMY was working on <i>Unknown to History</i>, her historical novel about the captivity of Mary, Queen of Scots, and had gone to look at Elizabethan records at Hatfield;  however, as it was published in 1882, if such a visit took place it must have been earlier.

[[footnote:4]] Queen Victoria\'s Golden Jubilee, 1887.  Kronprinz Wilhelm of Germany (1859-1941), her eldest grandson, succeeded his father as Kaiser on 15 June 1888.

<br/>"
3551,3603,Novr 28th [after 1887],1887-11-28,"MS Harry Ransom Humanities Resource Center, University of Texas at Austin",Elderfield,"[[footnote:1]]It is not at all clear what book is referred to here, and CMY herself does not seem to have published a book of this name.  However, a book did appear called <i>Sunny Half-Hours: pleasant tales at pleasant times. By Aunt Charlotte</i> (London: Dean 1876).

<br/>"
